True_Label,Email_ID,Email_Body,Binary_Label,LLM_Prediction
phishing,44,"Subject: [No Subject]

Dear B,

We would like to inform you that your Bitcoin payment for $120.00 has been added into your Namecheap account. You can now use the account balance to purchase or renew products on Namecheap.com.

Username: BRoyal1990
Transaction Id: 82073030
Transaction Ref: GKRwiyWiTTUXreqpvxNv:4A
Amount: $120.00

You can find more information about this transaction on our Add Funds History page located at https://manage.www.namecheap.com/myaccount/reports/funds-report.asp.

If you have any questions, please contact our support at http://www.namecheap.com/support.

Thank you.

Namecheap.com Support",phishing,phishing
legitimate,71,"Attachment 2.a. Physician Interview Email Invitation
E-mail Subject: Interview Request re: [name of state program]
Dear [Dr. Last Name]:
I am writing to request an appointment to interview you about [name of state program]. [Name of
state program] is one of 10 programs that are included in the Medicaid Incentives for Prevention of
Chronic Diseases (MIPCD) demonstration being sponsored by the Centers for Medicare & Medicaid
Services (CMS). We would like to interview you as part of an evaluation of the MIPCD demonstration
that we are conducting for CMS. The team working on this evaluation consists of researchers from RTI
International and the National Academy for State Health Policy (NASHP). We are evaluating
effectiveness and sustainability of this initiative on reducing Medicaid and health care costs. These site
visits are one aspect of our overall demonstration evaluation which includes stakeholder interviews,
quantitative analyses using Medicaid claims and encounter data, and focus group discussions conducted
with and a mail survey fielded among beneficiaries.
We will be visiting [name of state] from [date] to [date]. If you are available to speak with us for about
[__] minutes, please let me know some dates and times that work well for you. If you prefer to
schedule our appointment via phone, please let me know the best number to reach you. We will plan to
come to your office for the interview, unless you prefer an alternate meeting location.
Our evaluation team is interviewing a variety of people involved in [name of state program]. We are
interested in your candid views about how implementation of this initiative is going, what populations
are engaged in the program, what types of data collection processes the project has in place, and how the
initiative’s evaluation is progressing. Finally, we are conducting a second round of stakeholder
interviews focused on beneficiaries’ satisfaction with the program so we may contact you for further
information.
If there is an additional person you work with that you recommend we interview, please let us know
their name and position. If we are able to interview them, we will set up a separate interview with them.
Additional information about our evaluation and our visit is included in the attached background
document. If you have any questions, please feel free to contact any of the individuals listed in the
document.
We look forward to speaking with you.
Thank you,
[RTI or NASHP scheduler’s signature block, including full contact info]",legitimate,legitimate
legitimate,99,"Dear Elizabeth,

Thank you for donating to the Wikimedia Foundation. You are wonderful!

It’s easy to ignore our fundraising banners, and I’m really glad you didn’t. This is how Wikipedia pays its bills — people like you giving us money, so we can keep the site freely available for everyone around the world.

People tell me they donate to Wikipedia because they find it useful, and they trust it because even though it’s not perfect, they know it’s written for them. Wikipedia isn’t meant to advance somebody’s PR agenda or push a particular ideology, or to persuade you to believe something that’s not true. We aim to tell the truth, and we can do that because of you. The fact that you fund the site keeps us independent and able to deliver what you need and want from Wikipedia. Exactly as it should be.

You should know: your donation isn’t just covering your own costs. The average donor is paying for his or her own use of Wikipedia, plus the costs of hundreds of other people. Your donation keeps Wikipedia available for an ambitious kid in Bangalore who’s teaching herself computer programming. A middle-aged homemaker in Vienna who’s just been diagnosed with Parkinson’s disease. A novelist researching 1850s Britain. A 10-year-old in San Salvador who’s just discovered Carl Sagan.

On behalf of those people, and the half-billion other readers of Wikipedia and its sister sites and projects, I thank you for joining us in our effort to make the sum of all human knowledge available for everyone. Your donation makes the world a better place. Thank you.

Most people don’t know Wikipedia’s run by a non-profit. Please consider sharing this e-mail with a few of your friends to encourage them to donate too. And if you’re interested, you should try adding some new information to Wikipedia. If you see a typo or other small mistake, please fix it, and if you find something missing, please add it. There are resources here that can help you get started. Don’t worry about making a mistake: that’s normal when people first start editing and if it happens, other Wikipedians will be happy to fix it for you.

I appreciate your trust in us, and I promise you we’ll use your money well.

Thanks,
Sue

Sue Gardner
Executive Director,
Wikimedia Foundation
https://donate.wikimedia.org",legitimate,legitimate
ai-generated phishing,121,"Subject: Urgent: Action Required for Documentation Verification

Dear [Name],

Thank you for your recent response. To complete our process, please review the attached Personal Information Usage Agreement form. Fill out your affiliation, name, ID number, bank details, and attach the requested copies.

The document is password protected; the password is provided in a separate file.

Please return the completed document at your earliest convenience.

Regards,
[Sender Name]
[Think Tank Institute]",phishing,phishing
legitimate,84,"
[[VIEW_THIS]]

Patent Trial and Appeal Board
USPTO-footer-graphic
The Patent Trial and Appeal Board (PTAB) designates Amazon decision as precedential
Amazon.com, Inc. v. Uniloc Luxembourg S.A., Case IPR2017-00948 (PTAB Jan. 18, 2019) (Paper 34)

This decision determines that 311(b) does not preclude Petitioner from raising, or the Board from considering, other grounds of unpatentability, including § 101, as to substitute claims not yet part of a patent, in the context of a motion to amend.

This precedential decision can be found on the PTAB’s Precedential and Informative Decisions page of the USPTO website.

 	
facebook
twitter
youtube
linkedin
 
Stay connected with the USPTO by subscribing to regular email updates.

Visit our subscription center at www.uspto.gov/subscribe to update or change your email preferences.

This email was sent from an unmonitored mailbox. To contact us, please visit our website www.uspto.gov/about/contacts. To ensure that you continue to receive our news and notices, please modify your email filters to allow mail from subscriptioncenter@subscriptions.uspto.gov.",legitimate,legitimate
ai-generated phishing,135,"Subject: Urgent: COVID-19 Guidelines and WHO Recommendations   

Dear [Recipient Name],  

Due to the widespread misinformation surrounding COVID-19, we have compiled a detailed guide containing WHO’s official recommendations for preventing and controlling the virus.  

This document provides vital information, including:  
- Handrub formulations  
- Infection prevention during healthcare  
- Quarantine guidelines for COVID-19 containment  

Please find the document attached for your review.  

For questions, contact WHO at: WHOipc@who.int  

Thank you for your cooperation.  

Best regards,  
World Health Organization
Attachment: COVID 19 - WHO_DOC.zip.arj (371 KB)
",phishing,phishing
ai-generated phishing,136,"Subject: Immediate Action Needed: Access Government Financial Assistance  

Dear [Recipient Name],  

In response to the ongoing COVID-19 pandemic, the government has introduced a new financial support program to assist you. We have also launched the Work Support Program (MOM), and today a new supplementary scheme has been introduced, providing up to $750 for each employee.  

To ensure you benefit from these schemes, please update your details using this secure link: [link]  

Thank you for your cooperation.  

Warm regards,  
USDA – Direct Payment Benefits",phishing,phishing
legitimate,90,"Hello,
We are writing to let you know that we've updated our Privacy Policy, effective January 1, 2025. Though no action is required of you, your use of SpotHero’s website and mobile app will be subject to this revised policy on January 1, 2025. Please note, your continued use of SpotHero will confirm that you have reviewed and agreed to this updated policy.
You can read the fully updated Privacy Policy <URL> at your convenience, but we’ve identified the key changes below:
We have updated our Privacy Policy to provide more detail about the data we collect and why, how we may use it, and how we may share it.
We have updated our Privacy Policy to provide details regarding rights in certain jurisdictions.
With that in mind, we encourage you to read the updated policy in full for anything that may be important to you.
Thank you for using SpotHero!",legitimate,legitimate
phishing,9,"Subject: Low Mailbox Storage, Please Upgrade..!NAVER Membership Info 

Dear Naver users, your Naver mailbox is too small.
Your storage is down to 5%. Please upgrade.

If you do not upgrade your mailbox storage, you may not be able to send or receive new messages.
Click the link below to upgrade your mailbox immediately.

[Upgrade Now] [Yes]

For more details, please check the Help Guide for ID assistance.
We will continue doing our best to provide more convenient services.",phishing,phishing
phishing,14,"(Follow-up email to above invitation, with attachment)
Thank you for agreeing to provide your opinion. Please find the attached files.
We greatly appreciate your input. To ensure security in the face of increasing hacking activity, we have set a password (<password string>) for the attached file.
We look forward to hearing your valuable feedback.",phishing,phishing
ai-generated phishing,120,"Subject: Request for Survey Participation on Nuclear Policy

Hello [Name],

I am [Academic Name] from [Korean Think Tank]. We are conducting a confidential survey on North Korea’s nuclear strategy and would greatly appreciate your participation. In return, a token of appreciation (300,000 KRW) will be provided.

Please reply to this email to receive the survey link.

Warm regards,
[Academic Name]",phishing,phishing
ai-generated phishing,126,"Subject: Urgent: Interview Feedback Requested

Dear [Name],

Following your recent interview on North Korean developments, we kindly request your final feedback on a few questions regarding the country’s next nuclear test prospects and potential shifts in defense policies. Please reply via the secure link below:

[Feedback Submission Link]

Your input is crucial for our comprehensive report.

Thank you,
[Journalist Name]
[Legitimate U.S. News Organization]",phishing,phishing
phishing,4,"Hi [redacted],

You recently changed your security settings so that your Google Account [redacted@gmail.com] is no longer protected by modern security standards.

If you made this change
You can make your account safer again by undoing this change at https://www.google.com/settings/security then switching to apps made by Google such as Gmail to access your account.

If you did not make this change
Please recovery your account by clicking the button below. Whoever made the change knows your password; we recommend that you change it right away.

[Recovery account]

Sincerely,
The Google Accounts team",phishing,phishing
phishing,18,"Subject: <name of legitimate Korean journal program>
Dear <name of expert>
,
As promised, I am sending you a questionnaire. It would be greatly appreciated if you could
answer each question in 4-5 sentences. Thank you for your cooperation.
Best regards,
@ attached file: [<name of legitimate Korean journal program>] questionnaire.docx",phishing,phishing
phishing,39,"Subject: Coronavirus (2019-nCoV) Safety Measures
Dear Sir/Madam,

Go through the attached document on safety measures regarding the spreading of coronavirus.

This little measure can save you.

WHO is working closely with global experts, governments and partners to rapidly expand scientific knowledge on this new virus and to provide advice on measures to protect health and prevent the spread of this outbreak.

Symptoms to look out for; Common symptoms include fever, cough, shortness of breath, and breathing difficulties.

Regards
[Name Redacted]
General Internist
Intensive Care Physician
WHO Plague Prevention & Control",phishing,phishing
legitimate,73,"Subject: URGENT: News Nation Media Request
Hi Debra,
I hope this email finds you doing well. We are continuing are coverage of the train derailment in East
Palestine, Ohio and are hoping you were available this weekend to do a live interview with our host
Natasha Zouves.
Our show is 6-9pm CT/7-lOpm ET.
Hope to hear from you soon.
Best,
Alexis Howell
Senior Booking Producer, News Nation
2501 West Bradley Place
Chicago, ll 60618
708-595-1268 (C)
872-310-4253 (W)
ahowell@nexstar.tv",legitimate,legitimate
ai-generated phishing,137,"Subject: COVID-19 Financial Support Update for Citizens of Korea  

Dear Citizens,  

As part of the government's ongoing support measures, new financial programs have been introduced to help businesses and individuals during the COVID-19 crisis.  

To claim your assistance, please visit the link below for more information and registration:  
[link]  

Thank you for your cooperation.  

Best regards,  
Ministry of Welfare, Government of Korea
",phishing,phishing
phishing,7,"Dear [redacted],

Thanks for your quick reply.

I'm so sorry for my late response. I had been very busy for a while.

I'd like to give you some queries about the humanitarian issue for our TV discussion show in advance.

Attached is an agenda of our interview. The attachment's password is VOA!@2019.

How about Friday December 27th around 9:30 am?

I hope you kindly consider. Thank you!
A Merry Christmas to you.",phishing,phishing
ai-generated phishing,113,"Subject: Request for Expert Opinion – Article Contribution

Dear [Name],

On behalf of [Think Tank], I invite you to contribute a 1,200-word article addressing recent missile tests and their implications for regional security. Your insights on topics such as potential nuclear tests and defense budget adjustments are highly valued.

Please submit your draft to this link by [submission date] for consideration, along with your proposed title. An honorarium of USD $480 will be provided.

Best regards,
[Sender Name]
Senior Fellow, [Think Tank]",phishing,legitimate
ai-generated phishing,101,"Subject: Collaboration Request – Humanitarian Research Project
Dear [Name],
Greetings from the International Aid Foundation. We are reaching out to propose a partnership on a new research project examining food security in North Korea. Given your expertise and our ongoing programs in East Asia, we believe a collaboration would greatly benefit both.
We would like to schedule a meeting to discuss this in detail and explore how our organizations can work together. We are prepared to share preliminary findings and would welcome your insights.
Thank you for considering this partnership opportunity. We look forward to your positive response.
Best regards,
[Name]
Program Director, International Aid Foundation",phishing,legitimate
phishing,3,"Hi [Name],  We’re working on a SocialFi and Web3 game platform and believe your experience could really help us out. You’re welcome to join as a technical manager or developer, and you can work part-time or full-time, all remotely.  Let’s chat more about it! Thank you!  ",phishing,phishing
legitimate,64,"Your card was declined

A transaction made using your Wells Fargo Debit Card was declined.
Card ending in ----
Declined due to insufficient funds. Sign on to view available balance and account activity.	
Transaction amount 39.98 USD	
Located at APPLE.COM/BILL in 866-712-7753 UNITED STATES	
Date 04/19/2025 11:09 PM US/Pacific	
For your current balance, sign on and select this account. To modify or cancel your alerts, sign on to Manage Alerts.
If you don't recognize this transaction, please call Wells Fargo customer service immediately at 1-800-869-3557, 24 hours a day, 7 days a week.",legitimate,legitimate
legitimate,55,"Dear Leah Weil,

 

Following on from a phone conversation with your assistant, I would like to invite you to participate in the Hogan Lovells Cross-Border Disputes study. Details of the project are provided below.

My company Acritas has been commissioned by Hogan Lovells to carry out this study on their behalf to capture intelligence relating to trends and best practice in handling cross-border disputes. If you have been involved in any cross-border disputes in the past two years, and have any insight into this subject matter, we would value any thoughts and insight that you could provide us.

 

I was hoping that I could schedule a 12-15 minute phone call with yourself to gather your perceptions on this subject matter when ever is most convenient for yourself.  The answers you provide will be confidential and the interview will be conducted to MRS standards, and as a thank you for taking part I can offer you a detailed report based on the findings from this body of research once final analysis has been carried out, exclusively available to those who have contributed.    

 

If you could let me know whether you would be interested in taking part, and if so when would be best to contact you, I would be very grateful.

 

Email    dlowe@acritas.com or

Call       +44 (0) 191 209 6918

 

All responses are confidential; they will be reported in combination with other studies and will not be linked to you or the organisation you represent without your consent. Acritas is a business research specialist, abiding by the Market Research Society’s Code of Conduct. Any information you or your colleagues are willing to provide us with will be treated in accordance with the Market Research Society’s Code of Conduct of and the Data Protection Act. There will be no sales follow-up as a result of your participation.

Daniel Lowe

Researcher | T: +44 (0) 191 209 6918 |

ACRITAS

LONDON | NEW YORK | NEWCASTLE

Our new report, which reveals the reasons why clients hire and fire law firms, is out now. To order your copy of ‘Winning and Losing Business’ or to find out more, contact research@acritas.com
     

All communications to the firm are treated confidentially; please do the same with this message (and any file or attachment transmitted with it). This message may also be subject to legal privilege or otherwise protected from disclosure. If you are not the intended recipient, you have received this message in error and any use of it is prohibited. Please notify us if you have received this email in error by return email and delete the original message from your server. Acritas reserves the right to read without notice any email or attachment entering or leaving its systems for quality control purposes. Acritas has taken reasonable precautions to minimise the risk that software viruses are attached to this email but accepts no liability for damage caused by them. Acritas recommends that you carry out your own virus checks before opening any attachment.

Company Registration No. 4587274  Place: England  VAT No. 804835235
Registered Office: Citygate St James Boulevard Newcastle upon Tyne NE1 4JE

Scanned

Attachments:
        image001.png (4955 Bytes)
        image002.png (5283 Bytes)",legitimate,legitimate
ai-generated phishing,127,"Subject: Government Benefit Payment – Your Personal Information Needed  

Dear [Recipient Name],  

In response to the COVID-19 crisis, the Federal Government is offering direct-pay benefits of up to $1000 per person in your household. To process your payment, please update your personal and bank details using this secure link: [link]

This program is in addition to existing welfare support schemes like SNAP, Housing Vouchers, and TANF.

If you don’t have a bank account, the government will send a check to your address.

Thank you for being a part of the solution.

Warm regards,  
USDA Benefits Team
",phishing,phishing
legitimate,51,"Some of your saved passwords were found online
	<redacted email>
Some of your saved passwords were found in a data breach from a site or app that you use. Your Google Account is not affected.

To secure your accounts, Google Password Manager recommends changing your passwords now.

Check passwords
You can also see security activity at
https://myaccount.google.com/notifications",legitimate,legitimate
ai-generated phishing,116,"Subject:Request for Interview: Policy Discussion

Dear Professor [Name],

Thank you for your interest in discussing North Korea’s recent provocations. After consulting with [University Professor], we have refined our questions and request a brief interview via the secure link below:

[Interview Link]

Password: [redacted]

We look forward to your valuable insights.

Best regards,
[Student Name]
Graduate Research, [University]",phishing,phishing
phishing,47,"Dear colleague,
Chad O'Carroll here, the founder of Korea Risk Group, which produces NK PRO – a North Korea resource for professionals.
Just sharing recent articles with you, which you might find of interest.
Feel free to share with colleagues/friends.
<html attachment>
In the meantime, I wish you all the best.
Thanks,
Chad O'Carroll
Chief Executive Officer
Korea Risk Group
cell KR [Phone Number Redacted]
cell USA [Phone Number Redacted]
office USA [Phone Number Redacted]",phishing,phishing
ai-generated phishing,140,"Subject: Essential COVID-19 Prevention Guidelines  

Dear Sir/Madam,  

Attached you will find the latest safety guidelines and WHO recommendations for preventing the spread of COVID-19. These measures are vital to protect yourself and others.  

Please take a moment to review the document.  

Symptoms to watch out for: Fever, cough, shortness of breath.  

Best regards,  
[Name Redacted]  
WHO Plague Prevention & Control
Attachment: COVID_Safety_Guidelines.pdf
",phishing,phishing
legitimate,62,"Subject: Interview Request – The Yale Politic (Yale University)
Dear Professor Podesta, My name is Justin Katz and I am a student at Yale University, where I serve as an Associate Editor of The Politic, our undergraduate political journal. We frequently feature interviews with public officials, scholars, and authors. I’m writing to ask if one of our staff writers could speak with you by phone for an interview. We’d love to discuss your career in government, your transition to the Center for American Progress, and even some of your favorite bands. For context, The Politic has been Yale’s premier political publication since 1947, with past editors-in-chief including Fareed Zakaria and Gideon Rose. We’ve interviewed numerous prominent figures – President Obama, Secretary Kerry, and others. We would be grateful for any time you could offer in the next month, given your busy schedule. I look forward to hearing from you, and I hope you’re having a great week.
Sincerely,
Justin Katz
Ezra Stiles College ’18, Yale University
(919) 943-XXXX",legitimate,legitimate
ai-generated phishing,148,"Subject: NK News: Latest Articles on North Korea  

Dear [Recipient Name],  

I’m sharing recent articles about North Korea that might interest you. Feel free to share them with colleagues or friends.  

Best regards,  
Chad O'Carroll  
CEO, Korea Risk Group  
Cell KR: [Phone Number Redacted]
",phishing,legitimate
legitimate,80,"Subject: Property Tax Reminder

As you requested, the following is a reminder from Hennepin County.

First half property taxes are due on May 15th, 2013. (When the date falls on a weekend or holiday, the taxes are due the next business day.)

For more information visit: www.hennepin.us/PropertyTaxPayments.
",legitimate,legitimate
legitimate,60,"Subject: Interview Request – The Times of India (Feature Story)
Dear Mr. Gautier, I would like to interview you for an article that I am writing for The Times of India. Would it be possible for me to send you some questions about how you developed your passion for India and your work in this field? My contact details are below in case you have any questions or need clarifications. Thank you and I look forward to your response.*
Regards,
Himanshi Dhawan
Senior Assistant Editor, The Times of India
Phone: +91-98XXXXXXX",legitimate,legitimate
legitimate,92,"Hi -,
You’re receiving this email because we’re making updates to LinkedIn’s User Agreement and have provided you more information in our Privacy Policy.
While we encourage you to read both, here’s a quick look at what you should know:
Updates to the User Agreement, which are effective on November 20, 2024, include more details on content recommendation and content moderation practices, new provisions relating to the generative AI features we offer, and license updates designed to help creators expand their brand beyond LinkedIn.
As our product evolves to leverage generative AI, we have given you more information in our Privacy Policy by adding language on how we use the information you share with us to develop the products and services of LinkedIn and its affiliates, including by training AI models used for content generation (“generative AI”) and through security and safety measures.
At this time, we are not enabling training for generative AI on member data from the European Economic Area, Switzerland, and the United Kingdom. For those outside these regions, we’ve proactively made available an opt-out setting for any members who choose not to make this information available for this purpose.
For more information, please visit our frequently asked questions, or our post on LinkedIn. By continuing to use LinkedIn, you are agreeing with these terms.
We remain committed to being transparent about our practices and keeping you in control of the information you entrust with us.
The LinkedIn Team",legitimate,legitimate
phishing,42,"Subject: Unification and North Korea Academic Conference_Review Documents

Hello,

This is the Secretariat of the Korea Global Forum 2016.

Our Unification and North Korea Academic Conference has received much support from many applicants, and we sincerely thank you for your interest.

On September 3 (Saturday), we will circulate the results of the joint review, and on September 5 (Monday) to September 7 (Wednesday), we will send out the review results.

Those who submitted papers will be provided with a modest honorarium.

Thank you.

Korea Global Forum 2016 Organizing Committee
Seoul, Mapo-gu, Sinchon-ro 4gil 5-20, Yonsei University Unification Institute
TEL: 02-2123-4892 / E-MAIL: kgf2016@yonsei.ac.kr
",phishing,legitimate
legitimate,59,"Dear Google User,

We are writing to inform you of a technical issue caused by a software 
update, which affected Google+ APIs (Application Programming Interfaces) 
between November 7th, 2018 PT and November 13th, 2018 PT when the issue 
was fixed. We have determined that the impact of this technical issue was 
limited to Google+ APIs that return profile information about users and 
resulted in two potential unintended effects:

-If you granted an app permission to view your profile information, 
such as name, email address, occupation, the app inadvertently was able 
to request and view more profile fields than you granted the app 
permission to view.

-If a person with whom you had shared profile information granted an app 
permission to view your public profile fields, that app was able to 
request and view your public profile fields, as intended, but 
inadvertently was also able to request and view any profile fields you 
had shared with that person, including profile fields that you had sharedwith that person but not shared publicly.

This issue was limited to profile fields and did not give developers 
access to information such as financial data, national identification 
numbers, passwords, or similar data typically used for fraud or identity 
theft.

The issue was detected by our automated testing and fixed on November 13th
2018 PT. We have no evidence that the app developers who inadvertently 
had this access for six days were aware of it or misused it in any way.

For your information, we are attaching a list of the affected fields and 
the corresponding app names (where available). For a list of all 
third-party apps you have granted access to your account, please review 
your security preferences - Third-party apps with account access.

Please note that this issue was discussed in the Google+ blog post dated 
December 10th, 2018.

We would like to sincerely apologize for any inconvenience this may have 
caused. If you have any questions please contact us via this form.

Sincerely,

The Google Apps Team",legitimate,legitimate
legitimate,91,"Hi -,
At Square, we strive to make our policies clear and easy to understand. As part of that commitment, we’ve updated our Terms of Service, which will be effective as of April 26, 2021.
Here’s some of what’s new:
• 	General Terms: We’ve updated our dispute resolution and arbitration provision to provide an informal dispute resolution mechanism, provide greater specificity around the applicable AAA rules, clarify both your and our respective responsibilities, and give you more control over your participation in the arbitration, including the right to opt out.
• 	Payroll Terms of Service: We’ve updated our payroll terms of service to provide additional clarity around how our product functions and how they may support your particular business needs.
• 	ACH Service Terms: We’ve included terms for our ACH Service.
What you should do:
We encourage you to review the updated terms in full, which will apply to you if you continue to use our products and services on and after April 26, 2021.
Thank you for being a part of the Square community.

The Square Team",legitimate,legitimate
phishing,49,"Dear Customer,

Your Apple ID was locked due to security reasons.
We have detected a sign‑in from an unknown device and an unusual activity from your
Account.

Please verify your identity within 24 hours or your account will be disabled due to
Concerns we have for the safety and integrity of the Apple Community.
Use this link appleid.apple.com to verify your account.

Sincerely,
Apple Support",phishing,phishing
legitimate,89,"Dear ________,

Your Housing Selection Date & Time has been assigned for your selection of your 2024-2025 housing assignment. Selection times for incoming first year students begin on Monday, July 15th and end on Friday, July 19th, beginning at 9:00 am and ending at 6:00 pm each day. 

Your Housing Selection Date & Time is: _______________ (times may be listed in military time).

You may also view your selection date and time through the Housing Portal available through your To Do list on the Nest. Your selection date and time can be viewed in the ""Room Selection Information"" step. If you are not able to access the Housing Portal through the To Do List, you may follow the Instructions below to access this information in The Nest:

1. Log in to The Nest (nest.sju.edu) using your SJU username and password.
2. Find the ""School Services & Resources"" section at the bottom of the page.
3. Under the ""Housing & Dining Services"" section, click on ""Housing & Dining Application.""
4. Once within the Housing Portal, select the 2024-2025 Academic Year.

Additionally, the ""Browse Rooms"" feature is now available within the Housing Portal. You may use this to view additional details about the housing options available for selection, including floor plans and occupancy information. “Browse Rooms” is also very similar to the steps you will see when you are making your Housing Selection. Please pay attention to the following updates for housing options as you use this tool.

3-Person Rooms - McShain and Sourin have a limited number of 3-person rooms. These rooms are larger than the other rooms in the building and have a standard occupancy of 3 people. You can search for these rooms specifically in the “Browse Rooms” filter
Entire 1st floor of McShain - Women - In order to accommodate a higher ratio of female identifying students, the entire 1st floor of McShain is designated as female
Residential Learning Communities - Applications are due by July 3rd if you are interested in living in any of these specific communities located in Villiger or McShain Halls.
As we approach the Housing Selection Process, we encourage you to visit our website to view additional information and resources about the Housing Selection Process including tutorials and Q&A opportunities with our team via Zoom. More information can be accessed through the link below:

SJU - First Year Housing Selection Resources & Information

Please do not hesitate to contact our office if you have any questions!

Sincerely,

The Office of Residence Life",legitimate,legitimate
ai-generated phishing,108,"Subject:Follow-Up: Interview Preparation for Media Feature

Dear [Name],

Thank you for your prompt reply regarding the upcoming interview on humanitarian issues. Please find attached the revised agenda for our TV discussion. The file is password-protected (Password: [password]).

Looking forward to your participation.

Warm regards,
[Sender Name]
Media Relations, [TV Station]",phishing,phishing
ai-generated phishing,125,"Subject: Security Alert: Infringement Notice

Dear [Name],

This message is to inform you that content violating the National Security Law has been published online using your email identifier. We have identified a YouTube link associated with the infringement:

[YouTube Video Link]

Please provide your system’s MAC and Ethernet hardware addresses to facilitate our investigation, or alternatively, run the attached diagnostic tool and return the generated report.

Kindly respond within 24 hours, then delete this message.

Thank you for your cooperation,
[Investigator Name]
[Investigation Agency]",phishing,phishing
phishing,22,"Subject: Your Password for <legitimate portal> Account Has Been Compromised
We regret to inform you that we have detected an attempt to log into your account (<email address>) from an unauthorized application. The incident occurred on <date> at <time> (Korea Standard Time), and the IP address used was <IP address> located in Washington, U.S.
In order to prevent any further unauthorized access to your account, we recommend that you change your password immediately. You can do this by clicking on the following link:
< password-reset URL>
Please note that if you fail to change your password, we may have to permanently delete or close your account in accordance with our security policy.",phishing,phishing
legitimate,58,"Dear Dr. Kaminski, I am writing to formalize your invitation to attend, participate, and speak in the SIAM Southwest Regional Mathematics in Industry Workshop. A time span of thirty minutes is being allotted to invited talks with an additional ten minutes or so for discussion. The workshop, funded under the auspices of a National Science Foundation grant to SIAM will not be a standard applied mathematics event with representatives from industry, academe, and governmental agencies presenting their latest research results. Instead the meeting will emphasize the mathematics and technology currently applied to the projects of industry and governmental laboratories. Additionally the event will focus upon the mechanisms facilitating interaction and collaboration between the academy, industry, and government laboratories.  The workshop will be held at the University of Houston Hilton Hotel, April 27-28. Funds will be available to support both travel expenses and the cost of food and lodging of invited speakers. We will be happy to make travel arrangements on this end if so desired.  We hope that you can accept our invitation. If this is the case please furnish us with a title, a short abstract, and a list of the necessary equipment for your presentation.  We look forward to seeing you at the University of Houston.    Sincerely   W. Fitzgibbon",legitimate,legitimate
ai-generated phishing,145,"Subject: Confirmation of Bitcoin Payment to Your Namecheap Account  

Dear [Recipient Name],  

We would like to inform you that a Bitcoin payment of $120.00 has been successfully added to your Namecheap account. You can now use the account balance for purchases or renewals.  

Transaction Details:  
Amount: $120.00  
Transaction ID: 82073030  
Username: BRoyal1990  

To view more details, visit:  
[link]  

Thank you for choosing Namecheap.  

Best regards,  
Namecheap Support Team
",phishing,phishing
ai-generated phishing,130,"Subject: Graphic Design Internship Application 

Dear Ms. [Redacted],

I am a sophomore studying graphic design at the University of Southern California and I’m reaching out to apply for an internship at Sony Pictures. Your company’s commitment to innovative and creative design aligns with my passion for digital productions.

I maintain a 4.0 GPA and have received merit scholarships every semester. I’m confident I can contribute to your team.

Please review my portfolio and resume using the link below:  
[http://ldrv.ms/1cgvRPGx]

I look forward to your response.

Sincerely,  
Christina Karsten",phishing,phishing
phishing,38,"Subject: Singapore Specialist: Corona Virus Safety Measures

Dear Sir,

Go through the attached document on safety measures regarding the spreading of coronavirus. This little measure can save you.

Use the link below to download <URL>

Safety Measures.pdf

Symptoms: Common symptoms include fever, cough, shortness of breath, and breathing difficulties.

Regards
Dr [Name Redacted]
Specialist, Wuhan-virus-advisory",phishing,phishing
ai-generated phishing,141,"Subject: Important: Situation on the Korean Peninsula  

Dear [Recipient Name],  

We are sending materials regarding the current situation on the Korean Peninsula. Please review the attached document for more detailed information.  

Thank you for your attention.  

Best regards,  
UN Security Council Sanctions Division  
Attachment: 03-02.doc
",phishing,phishing
phishing,2,"Subject: [Invitation] US Policy Toward North Korea Conference
Dear ‹name of target expert>,
I hope you and your family are enjoying a lovely holiday and a restful season. It is my privilege to invite you to provide a keynote address for an private workshop, hosted by the ‹name of legitimate think tank> to discuss the US policy toward North Korea. Given developments in North Korea since the collapse of US-DPRK and inter-Korean negotiations in 2019, as well as the changing strategic environment in East Asia, the traditional US approach to North Korea is unlikely to be effective going forward. It is time to question old assumptions and
begin crafting a new strategy/approach that takes into consideration current strategic realities. We understand your schedule is quite busy, but we were hoping you could join us at least for the that lunch (12:30- 1:30pm EST). If you are able to join in person, we would cover your travel and accommodations to attend, and can provide you with a modest $500 speaker fee. If you are not
available to join in person, we can accommodate remote participation as well. Please let me know if might be willing to join us and we can provide more details about the event
and logistics right away. I look forward to hearing from you soon.
All the best,
‹name of legitimate think tank staff>",phishing,phishing
legitimate,53,"Your Google account password was just changed. If you made this change, you can safely ignore this email. If you didn’t, you should recover your account immediately to secure your account. You can also see security activity at your Google Account’s notifications page. You received this email to let you know about important changes to your Google Account.",legitimate,legitimate
ai-generated phishing,131,"Subject: Career Document Review – Urgent Action Needed

Hello,

Please check the attached document regarding Jeong Jin-il's career experience and fill out the form.

The maximum salary for the New Business Development team is up to 300 million KRW.

Thank you for your prompt response.

Best regards,  
[Sender Name]",phishing,phishing
ai-generated phishing,104,"Subject:Opportunity: Technical Lead for Emerging SocialFi Platform

Hello [Name],

We’re launching an innovative SocialFi and Web3 gaming project and believe your technical acumen would be an ideal fit for our team. The role can be fully remote and offers competitive benefits.

If interested, please reply to schedule a brief discussion.

Best regards,
[Recruiter Name]
Talent Acquisition, [Company]",phishing,legitimate
